(781.8179451590656, -649.4248877146129),
(782.212428371734, -649.7320793529929),
(782.6069115844023, -650.0392709913729),
(783.0013949440433, -650.3464624410608),
(783.3958783036844, -650.6536538907487),
(783.7903616633255, -650.9608453404367),
(784.1848450229666, -651.2680367901246),
(784.5793283826076, -651.5752282398125),
(784.9738117422487, -651.8824196895005),
(785.3682949641619, -652.1896113159996),
(785.7627781860751, -652.4968029424988),
(786.1572614079884, -652.803994568998),
(786.5517446299016, -653.1111861954971),
(786.9462278518148, -653.4183778219963),
(787.340711073728, -653.7255694484954),
(787.7351944368266, -654.0327608937031),
(788.1296777999253, -654.3399523389107),
(788.5241611630239, -654.6471437841184),
(788.9186445261225, -654.954335229326),
(789.3131278892212, -655.2615266745337),
(789.7076111397579, -655.5687182643353),
(790.1020943902946, -655.8759098541369),
(790.4965776408313, -656.1831014439385),
(790.891060891368, -656.4902930337402),
(791.2855441419048, -656.7974846235418),
(791.6800273924415, -657.1046762133434),
(792.0747790045924, -657.4115233291811),
(792.4695306167433, -657.7183704450189),
(792.8642822288942, -658.0252175608566),
(793.2590338410452, -658.3320646766944),
(793.6537854531961, -658.6389117925321),
(794.048537065347, -658.9457589083698),
(794.4450073618493, -659.2503744620932),
(794.8414776583517, -659.5549900158165),
(795.237947954854, -659.8596055695399),
(795.6346852720586, -660.1638719868733),
(796.0314225892632, -660.4681384042068),
(796.4281599064678, -660.7724048215402),
(796.8248972236725, -661.0766712388737),
(797.2220468703198, -661.3803993756663),
(797.6191965169671, -661.684127512459),
(798.0163461636145, -661.9878556492516),
(798.413520291941, -662.2915517785281),
(798.8106944202676, -662.5952479078045),
(799.2078685485942, -662.8989440370809),
(799.6050441612978, -663.2026382254667),
(800.0022197740013, -663.5063324138524),
(800.3993953867049, -663.8100266022382),
(800.7965710891044, -664.1137206733417),
(801.1937467915039, -664.4174147444453),
(801.5909224939035, -664.7211088155489),
(801.9880796944365, -665.0248274111254),
(802.3852368949695, -665.328546006702),
(802.7823940955025, -665.6322646022786),
